country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Belize,2019,BLZ,385833,,0,0,0.769,0.11,16.663,8.876,3.389,61.775,23.004,,2.04,1.994,,0.177,,,,,,0,18.884,340.238,,0,0.051,429.901,18.833,,11277.264,,0,0,0,0,2.851,23.66,8.106,21.01,0.485,1.257,0.212,0.548,0.769,1.994,,,4.351,0,0.002,0.021,,0,0.001,0.013,,0,0,0.049,0.003,,0,0,0.166,0.006,,0.012,0,0,0,0,9.129,1.1,,
Belize,2020,BLZ,390819,,0,0,0.654,-0.116,-15.05,7.93,-0.946,-10.655,20.291,,2.292,1.672,,0.189,,,,,,0,19.538,348.168,,0.001,0.051,437.178,19.485,,8852.267,,0.001,0.004,0,0,2.518,21.171,7.276,18.618,0.481,1.232,0.215,0.55,0.652,1.669,,,3.46,0,0.002,0.02,,0,0.001,0.013,,0,0,0.049,0.003,,0,0,0.161,0.006,,0.013,0,0,0,0,8.274,0.984,,
Benin,2019,BEN,12726760,28155410176,0.403,0.032,5.273,-0.396,-6.983,28.799,-25.76,-47.215,2.263,1.023,0.954,0.414,0.187,0.175,0.238,0.019,6.934,0.545,0.246,5.665,98.949,1504.844,1.029,0,0.396,1388.399,91.86,,2371.677,1.072,0,0,0.106,0.008,0.738,2.352,23.527,1.849,7.041,0.553,3.072,0.241,4.525,0.356,,,30.184,0.025,0.014,0.069,0.002,0.014,0.006,0.059,0,0,0,0.157,0.016,,0,0.001,0.481,0.037,,0.044,0,0,0.001,0,29.936,9.392,1.662,31.518
Benin,2020,BEN,13070169,29239039610,0.419,0.032,5.541,0.268,5.089,40.664,11.865,41.199,3.111,1.391,1.282,0.424,0.19,0.175,0.256,0.02,7.462,0.571,0.255,6.084,104.49,1545.508,1.285,0,0.714,1423.522,96.407,,2427.168,1.085,0,0,0.319,0.024,0.748,2.648,35.123,2.687,6.886,0.527,2.898,0.222,4.547,0.348,,,31.724,0.026,0.016,0.102,0.002,0.014,0.006,0.06,0,0,0,0.16,0.016,,0,0.004,0.778,0.042,,0.045,0,0,0.001,0,34.615,9.782,1.921,34.669
Bermuda,2019,BMU,64130,,0,0,0.594,-0.103,-14.737,,,,,,,9.256,,0.221,0,0,,,,0,28.462,,0.04,0,,,28.422,,41815.137,,0,0,,,,,,,,,,,0.594,9.256,,,2.682,0,0.002,,0,0,0.002,,0,0,,,0.005,,0,,,0.005,,0.001,,0,0,,,,,
Bermuda,2020,BMU,64404,,0,0,0.436,-0.158,-26.543,,,,,,,6.77,,0.221,0,0,,,,0,28.898,,0.04,0,,,28.858,,30691.555,,0,0,,,,,,,,,,,0.436,6.77,,,1.977,0,0.001,,0,0,0.002,,0,0,,,0.005,,0,,,0.004,,0.001,,0,0,,,,,
Bhutan,2019,BTN,764830,,0.462,0.604,1.565,-0.117,-6.958,8.954,-1.164,-11.508,11.707,,1.427,2.046,,0.249,0.528,0.69,,,,5.476,22.292,645.259,8.729,0,,1086.749,8.087,,8204.153,,0,0,,,3.158,7.731,7.389,9.661,1.213,1.586,0.207,0.271,0.575,0.752,,,6.275,0.029,0.004,0.021,0.004,0.013,0.001,0.025,0.001,0,,0.123,0.001,,0,,0.151,0.005,,0.031,0,0,0,0,5.913,2.416,,
Bhutan,2020,BTN,770013,,0.323,0.419,1.214,-0.351,-22.444,7.815,-1.139,-12.723,10.149,,0.86,1.576,,0.134,0.486,0.631,,,,5.799,23.506,653.074,9.214,0,,1093.35,8.493,,11798.361,,0,0,,,2.674,6.793,6.601,8.572,1.172,1.522,0.201,0.261,0.405,0.526,,,9.085,0.02,0.003,0.02,0.003,0.013,0.001,0.025,0.001,0,,0.123,0.001,,0,,0.146,0.004,,0.031,0,0,0,0,5.231,2.059,,
Bolivia,2019,BOL,11671386,78217588630,1.553,0.133,22.609,0.1,0.446,95.44,-34.408,-26.499,8.177,1.22,0.998,1.937,0.289,0.236,0.022,0.002,23.488,2.012,0.3,26.915,524.28,6996.95,2.864,48.933,149.385,7901.28,296.183,,8193.27,1.223,0.054,0.005,8.119,0.696,2.386,10.901,72.83,6.24,25.281,2.166,9.903,0.849,12.861,1.102,,,95.627,0.096,0.061,0.227,0,0.064,0.032,0.275,0,0.27,0.063,0.894,0.051,,0.013,0.107,1.49,0.104,,0.277,0.001,0.003,0.004,0,127.225,27.849,0.879,3.886
Bolivia,2020,BOL,11816301,71382934039,1.277,0.108,18.32,-4.289,-18.97,95.823,0.383,0.402,8.109,1.342,1.211,1.55,0.257,0.232,0.007,0.001,19.942,1.688,0.279,28.192,542.6,7092.772,2.872,49.023,155.995,7978.783,306.519,,6695.948,1.108,0.09,0.008,6.61,0.559,1.955,10.556,77.503,6.559,25.647,2.17,9.701,0.821,10.336,0.875,,,79.121,0.079,0.052,0.242,0,0.065,0.032,0.275,0,0.265,0.064,0.898,0.052,,0.023,0.088,1.716,0.095,,0.277,0.001,0.003,0.004,0,124.737,23.104,1.621,8.851
Bonaire Sint Eustatius and Saba,2019,BES,25652,,0,0,0.139,0.007,5.556,,,,,,,5.428,,,,,,,,0,9.912,,,0,,,9.912,,,,0,0,,,,,,,,,,,0.139,5.428,,,,0,0,,,0,0.001,,,0,,,0.002,,0,,,0.001,,0,,0,0,,,,,
Bonaire Sint Eustatius and Saba,2020,BES,26476,,0,0,0.132,-0.007,-5.263,,,,,,,4.982,,,,,,,,0,10.043,,,0,,,10.043,,,,0,0,,,,,,,,,,,0.132,4.982,,,,0,0,,,0,0.001,,,0,,,0.002,,0,,,0.001,,0,,0,0,,,,,
Bosnia and Herzegovina,2019,BIH,3345532,43497123759,0.365,0.109,20.81,-1.268,-5.745,21.002,0.392,1.903,6.278,0.483,0.355,6.22,0.478,0.352,15.334,4.583,,,,10.944,941.338,1173.129,747.213,0.33,23.736,597.608,159.114,,17670.797,1.359,0,0,0.429,0.128,7.816,8.662,0.191,0.057,6.152,1.839,1.591,0.476,4.683,1.4,,,59.118,0.023,0.056,0.05,0.104,0.026,0.057,0.046,0.097,0.002,0.01,0.068,0.027,,0,0.006,0.004,0.038,,0.057,0,0.001,0.001,0,28.978,26.148,,
Bosnia and Herzegovina,2020,BIH,3299352,42185625323,0.431,0.131,20.832,0.021,0.103,20.737,-0.265,-1.262,6.285,0.492,0.365,6.314,0.494,0.366,15.722,4.765,,,,11.375,962.17,1193.865,762.935,0.33,24.128,597.513,163.401,,17237.43,1.348,0,0,0.392,0.119,7.929,8.755,-0.095,-0.029,6.115,1.853,1.739,0.527,4.287,1.299,,,56.872,0.027,0.059,0.052,0.11,0.026,0.057,0.046,0.097,0.002,0.01,0.067,0.028,,0,0.005,-0.002,0.039,,0.057,0,0.001,0.001,0,28.885,26.161,,
Botswana,2019,BWA,2332082,36166405883,0,0,7.486,-0.158,-2.066,6.899,-0.14,-1.989,2.958,0.191,0.302,3.21,0.207,0.328,3.86,1.655,13.716,5.881,0.379,0.237,149.354,262.806,84.213,0,0.004,288.163,64.9,,9783.121,0.631,0,0,0,0,4.342,5.57,-0.587,-0.252,3.287,1.41,2.076,0.89,3.625,1.555,,,22.815,0,0.02,0.016,0.026,0.001,0.009,0.01,0.011,0,0,0.033,0.011,,0,0,-0.012,0.029,,0.039,0,0,0.001,0,12.989,10.126,6.23,83.227
Botswana,2020,BWA,2365895,33010529929,0,0,6.192,-1.293,-17.279,5.637,-1.261,-18.284,2.383,0.171,0.256,2.617,0.188,0.282,2.929,1.238,12.647,5.346,0.383,0.237,155.547,268.444,87.142,0,0.004,287.608,68.163,,9292.531,0.666,0,0,0,0,3.527,6.125,-0.555,-0.234,4.853,2.051,3.204,1.354,3.263,1.379,,,21.985,0,0.018,0.014,0.021,0.001,0.009,0.01,0.011,0,0,0.032,0.012,,0,0,-0.012,0.03,,0.039,0,0,0.001,0,14.49,8.346,6.455,104.241
Brazil,2019,BRA,207455459,3.05033E+12,20.841,0.1,476.724,0.123,0.026,1714.417,75.787,4.625,8.264,0.562,0.481,2.298,0.156,0.134,61.885,0.298,485.986,2.343,0.159,744.093,15807.083,129277.43,2425.53,420.159,1194.302,113675.312,10866.146,156.853,17194.145,1.169,17.505,0.084,67.122,0.324,3.187,11.9,1237.693,5.966,528.946,2.55,175.207,0.845,302.98,1.46,0.031,6.392,3567.019,1.29,1.285,4.084,0.421,1.78,0.951,5.086,0.313,2.32,0.503,12.864,1.877,1.231,4.048,0.886,25.325,2.458,1.468,5.249,0.022,0.057,0.082,0.003,2468.734,661.136,9.262,1.943
Brazil,2020,BRA,208660845,2.95038E+12,23.843,0.114,447.999,-28.724,-6.025,1817.239,102.822,5.998,8.709,0.616,0.531,2.147,0.152,0.131,55.949,0.268,437.153,2.095,0.148,767.936,16255.082,131094.672,2481.479,437.664,1253.329,115044.547,11151.43,163.245,16401.875,1.16,17.505,0.084,59.027,0.283,3.043,12.322,1369.24,6.562,535.772,2.568,183.761,0.881,285.284,1.367,0.031,6.392,3422.429,1.468,1.274,4.58,0.392,1.768,0.957,5.078,0.315,2.364,0.511,12.953,1.891,1.241,4.376,0.785,30.316,2.61,1.544,5.251,0.022,0.058,0.083,0.003,2571.217,635.026,-10.846,-2.421
British Virgin Islands,2019,VGB,36423,,0,0,0.183,0.026,16.279,,,,,,,5.03,,0.24,,,,,,0,5.335,,,0,,,5.335,,20971.912,,0,0,,,5.215,5.472,,,0.011,0.316,0.005,0.126,0.183,5.03,,,0.764,0,0,,,0,0,,,0,,,0.001,,0,,,0.001,,0,0,0,0,0,0.199,0.19,,
British Virgin Islands,2020,VGB,37161,,0,0,0.18,-0.004,-2,,,,,,,4.831,,0.24,,,,,,0,5.514,,,0,,,5.514,,20171.9,,0,0,,,5.005,5.257,,,0.011,0.308,0.004,0.117,0.18,4.831,,,0.75,0,0.001,,,0,0,,,0,,,0.001,,0,,,0.002,,0,0,0,0,0,0.195,0.186,,
Brunei,2019,BRN,442690,,0,0,9.564,0.223,2.388,10.443,0.214,2.097,23.59,,0.194,21.605,,0.178,0.605,1.366,8.193,18.507,,0,368.104,452.043,0.608,79.829,198.782,102.238,88.885,,121644.695,,0.576,1.302,5.972,13.491,29.432,31.503,0.879,1.985,3.327,7.515,0.233,0.526,2.411,5.446,,,53.851,0,0.026,0.025,0.004,0,0.022,0.018,0,0.441,0.084,0.012,0.015,,0.133,0.079,0.018,0.02,,0.021,0,0,0,0,13.946,13.029,-1.371,-14.336
Brunei,2020,BRN,447411,,0,0,11.157,1.593,16.655,11.942,1.499,14.357,26.692,,0.204,24.937,,0.191,2.132,4.765,9.155,20.462,,0,379.261,463.985,2.74,80.115,204.112,103.023,92.295,,130865.547,,0.286,0.639,5.329,11.912,33.237,35.119,0.785,1.755,3.38,7.555,0.439,0.98,3.41,7.622,,,58.551,0,0.032,0.03,0.015,0,0.022,0.018,0,0.433,0.083,0.012,0.016,,0.071,0.071,0.017,0.031,,0.022,0,0,0,0,15.713,14.871,-2.002,-17.946
Bulgaria,2019,BGR,6975466,1.2952E+11,1.138,0.163,42.195,-1.308,-3.007,36.52,-1.279,-3.383,5.235,0.282,0.173,6.049,0.326,0.199,20.806,2.983,39.933,5.725,0.308,103.612,3792.206,4834.793,2131.348,8.651,331.529,1185.683,1190.813,26.253,30327.924,1.633,0.827,0.119,5.266,0.755,7.214,7.614,-5.675,-0.814,9.321,1.336,4.086,0.586,12.901,1.849,0.18,1.257,211.551,0.07,0.114,0.087,0.142,0.248,0.228,0.19,0.275,0.048,0.14,0.134,0.206,0.206,0.191,0.07,-0.116,0.105,0.289,0.171,0,0.002,0.003,0,53.111,50.318,-2.262,-5.36
Bulgaria,2020,BGR,6933656,1.24393E+11,1.066,0.154,36.571,-5.624,-13.328,30.313,-6.206,-16.994,4.372,0.244,0.155,5.274,0.294,0.187,16.204,2.337,36.279,5.232,0.292,104.678,3828.777,4865.107,2147.552,9.335,336.839,1179.425,1202.756,27.616,28177.615,1.571,0.684,0.099,5.31,0.766,6.441,6.836,-6.258,-0.903,9.493,1.369,4.02,0.58,11.944,1.723,0.197,1.363,195.374,0.066,0.104,0.076,0.114,0.241,0.225,0.188,0.273,0.05,0.137,0.133,0.204,0.21,0.171,0.071,-0.139,0.109,0.329,0.169,0,0.002,0.003,0,47.4,44.66,-0.292,-0.8
Burkina Faso,2019,BFA,20961956,33422048798,1.064,0.051,5.618,0.392,7.496,33.908,-1.281,-3.64,1.618,1.015,1.697,0.268,0.168,0.281,,,5.092,0.243,0.152,5.501,64.485,1180.696,,0,,1388.416,58.979,,953.479,0.598,0,0,,,0.564,2.681,28.29,1.35,21.047,1.004,9.281,0.443,4.554,0.217,,,19.987,0.066,0.015,0.081,,0.013,0.004,0.046,,0,,0.157,0.01,,0,,0.579,0.037,,0.088,0.001,0.001,0.001,0,56.196,11.813,-0.526,-9.366
Burkina Faso,2020,BFA,21478691,34067429050,1.085,0.051,5.618,0,0.001,33.663,-0.246,-0.725,1.567,0.988,1.674,0.262,0.165,0.279,,,4.779,0.223,0.14,6.586,70.103,1214.359,,0,,1416.46,63.512,,936.216,0.59,0,0,,,0.555,2.423,28.044,1.306,18.545,0.863,7.923,0.369,4.533,0.211,,,20.109,0.067,0.016,0.085,,0.015,0.004,0.047,,0,,0.159,0.011,,0,,0.621,0.041,,0.089,0.001,0.001,0.001,0,52.042,11.931,-0.839,-14.932
Burundi,2019,BDI,12255339,8573379471,0,0,0.685,0.04,6.212,5.619,0.071,1.272,0.458,0.655,1.762,0.056,0.08,0.215,0.044,0.004,,,,0,12.482,300.567,0.66,0,,505.762,11.821,,260.234,0.372,0,0,,,0.277,0.691,4.934,0.403,3.892,0.318,1.451,0.118,0.641,0.052,,,3.189,0,0.002,0.013,0,0,0.001,0.012,0,0,,0.057,0.002,,0,,0.101,0.005,,0.022,0,0,0,0,8.472,3.392,,
Burundi,2020,BDI,12617041,8635657446,0.003,0,0.739,0.054,7.92,5.529,-0.09,-1.604,0.438,0.64,1.534,0.059,0.086,0.205,0.026,0.002,,,,0.003,13.221,306.095,0.686,0,,510.551,12.532,,285.653,0.417,0,0,,,0.275,0.667,4.789,0.38,3.801,0.301,1.4,0.111,0.711,0.056,,,3.604,0,0.002,0.014,0,0,0.001,0.012,0,0,,0.057,0.002,,0,,0.106,0.007,,0.022,0,0,0,0,8.414,3.464,,
Cambodia,2019,KHM,16481305,62129452776,5.007,0.304,18.626,4.689,33.641,75.749,7.824,11.519,4.596,1.219,1.266,1.13,0.3,0.311,4.488,0.272,35.556,2.157,0.572,15.774,145.685,3195.158,17.784,0,,4902.321,112.126,,3629.568,0.963,0,0,,,1.391,6.16,57.123,3.466,23.131,1.403,5.028,0.305,9.131,0.554,,,59.82,0.31,0.05,0.18,0.031,0.038,0.009,0.126,0.002,0,,0.555,0.019,,0,,1.169,0.074,,0.184,0.001,0.002,0.003,0,101.531,22.922,16.93,90.893
Cambodia,2020,KHM,16725484,60205930987,5.346,0.32,20.991,2.365,12.695,71.907,-3.842,-5.072,4.299,1.194,1.187,1.255,0.349,0.346,6.441,0.385,37.257,2.228,0.619,21.119,166.675,3267.065,24.226,0,,4953.237,121.33,,3623.188,1.007,0,0,,,1.511,5.922,50.916,3.044,23.069,1.379,4.907,0.293,9.204,0.55,,,60.6,0.329,0.06,0.181,0.045,0.049,0.01,0.127,0.003,0,,0.558,0.021,,0,,1.127,0.084,,0.184,0.001,0.002,0.003,0,99.048,25.277,16.266,77.492
Cameroon,2019,CMR,25506095,76789634582,1.077,0.042,9.605,-0.239,-2.424,35.285,-3.045,-7.945,1.383,0.459,0.97,0.377,0.125,0.264,,,9.301,0.365,0.121,16.189,260.677,2752.664,,50.743,10.81,3333.488,182.671,,1426.042,0.474,1.963,0.077,1.327,0.052,0.941,2.579,25.679,1.007,21.156,0.829,6.024,0.236,5.238,0.205,,,36.373,0.067,0.026,0.084,,0.039,0.016,0.108,,0.28,0.005,0.377,0.032,,0.454,0.018,0.525,0.042,,0.186,0.001,0.002,0.003,0,65.778,24.001,-0.305,-3.173
Cameroon,2020,CMR,26210566,77203536828,1.333,0.051,9.716,0.111,1.155,37.365,2.08,5.896,1.426,0.484,0.988,0.371,0.126,0.257,,,9.929,0.379,0.129,17.522,270.393,2790.029,,52.436,12.51,3361.136,187.662,,1442.474,0.49,1.693,0.065,1.7,0.065,0.935,2.595,27.649,1.055,21.775,0.831,6.252,0.239,4.99,0.19,,,37.808,0.082,0.028,0.094,,0.04,0.016,0.108,,0.283,0.005,0.378,0.032,,0.423,0.023,0.612,0.046,,0.185,0.001,0.002,0.003,0,68.029,24.516,0.212,2.185
Canada,2019,CAN,37782934,1.70886E+12,7.195,0.19,579.007,3.916,0.681,698.967,-17.326,-2.419,18.5,0.409,0.172,15.325,0.339,0.143,59.811,1.583,549.141,14.534,0.321,362.179,32955.969,72749,9636.294,585.139,7815.066,39793.402,14466.165,91.126,107455.625,2.376,14.838,0.393,233.909,6.191,18.171,22.799,119.96,3.175,125.164,3.313,42.378,1.122,260.942,6.906,0.061,2.311,4059.989,0.445,1.561,1.665,0.407,0.866,1.982,2.862,1.245,3.23,3.289,4.503,2.499,0.715,3.432,3.088,2.455,2.117,0.531,2.345,0.006,0.029,0.037,0.001,861.407,686.547,-29.866,-5.158
Canada,2020,CAN,38171903,1.62214E+12,6.713,0.176,524.208,-54.799,-9.464,646.329,-52.638,-7.531,16.932,0.398,0.169,13.733,0.323,0.137,49.442,1.295,502.928,13.175,0.31,368.891,33480.176,73395.328,9685.735,600.295,8039.942,39915.523,14691.938,93.375,100465.109,2.364,15.156,0.397,224.876,5.891,16.162,20.853,122.121,3.199,110.822,2.903,44.289,1.16,225.773,5.915,0.059,2.249,3834.944,0.413,1.491,1.629,0.347,0.849,1.972,2.843,1.229,3.243,3.28,4.494,2.491,0.71,3.789,2.99,2.704,2.065,0.543,2.331,0.006,0.03,0.037,0.001,795.989,616.927,-21.28,-4.059
Cape Verde,2019,CPV,514116,4189894317,0,0,0.63,0.059,10.256,0.634,0.05,8.572,1.233,0.151,0.176,1.226,0.15,0.175,,,,,,0.072,14.043,18.171,,0,,7.432,13.727,,7017.119,0.861,0,0,,,1.444,1.653,0.004,0.007,0.139,0.271,0.077,0.151,0.63,1.226,,,3.608,0,0.002,0.002,,0,0.001,0.001,,0,,0.001,0.002,,0,,0,0.005,,0.001,0,0,0,0,0.85,0.743,,
Cape Verde,2020,CPV,514683,3381126423,0,0,0.52,-0.11,-17.442,0.521,-0.113,-17.853,1.012,0.154,0.194,1.011,0.154,0.193,,,,,,0.072,14.564,18.692,,0,,7.433,14.247,,5224.511,0.795,0,0,,,1.235,1.455,0,0.001,0.144,0.281,0.082,0.159,0.52,1.011,,,2.689,0,0.001,0.001,,0,0.001,0.001,,0,,0.001,0.002,,0,,0,0.005,,0.001,0,0,0,0,0.749,0.635,,
Central African Republic,2019,CAF,4944708,3662931320,0,0,0.311,0.04,14.865,42.865,-13.669,-24.179,8.669,11.702,32.079,0.063,0.085,0.233,,,,,,0,10.479,571.672,,0,,714.286,10.46,,270.234,0.365,0,0,,,0.677,11.988,42.553,8.606,10.818,2.188,8.809,1.782,0.311,0.063,,,1.336,0,0.001,0.102,,0,0.001,0.022,,0,,0.081,0.002,,0,,0.871,0.003,,0.075,0.001,0,0.001,0,59.278,3.349,,
Central African Republic,2020,CAF,5026629,3698072848,0,0,0.333,0.022,7.059,29.907,-12.957,-30.229,5.95,8.087,21.352,0.066,0.09,0.238,,,,,,0,10.813,601.579,,0,,743.86,10.794,,278.651,0.379,0,0,,,0.682,9.706,29.574,5.883,11.607,2.309,9.456,1.881,0.333,0.066,,,1.401,0,0.001,0.075,,0,0.001,0.023,,0,,0.084,0.002,,0,,0.655,0.003,,0.075,0.001,0,0.001,0,48.789,3.426,,
Central America (GCP),2019,,,,,,179.63,,,,,,,,,,,,,,206.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America (GCP),2020,,,,,,154.65,,,,,,,,,,,,,,190.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,2019,TCD,16685223,24314153239,0.159,0.01,2.3,-0.084,-3.513,11.76,-1.437,-10.887,0.705,0.484,1.673,0.138,0.095,0.327,,,,,,0.822,37.836,752.283,,4.228,,1188.042,32.775,,421.295,0.289,0.32,0.019,,,0.496,6.191,9.46,0.567,57.795,3.464,24.223,1.452,1.821,0.109,,,7.029,0.01,0.006,0.028,,0.002,0.002,0.03,,0.023,,0.134,0.006,,0.074,,0.194,0.015,,0.151,0.002,0,0.002,0,103.305,8.274,,
Chad,2020,TCD,17224686,23793345004,0.151,0.009,2.356,0.057,2.464,11.221,-0.538,-4.578,0.651,0.472,1.516,0.137,0.099,0.318,,,,,,0.973,40.193,763.504,,4.509,,1196.907,34.699,,429.683,0.311,0.281,0.016,,,0.495,6.292,8.865,0.515,61.443,3.567,26.039,1.512,1.924,0.112,,,7.401,0.009,0.007,0.028,,0.002,0.002,0.03,,0.024,,0.135,0.006,,0.07,,0.196,0.018,,0.155,0.002,0.001,0.002,0,108.371,8.523,,
Chile,2019,CHL,19197748,4.17332E+11,0.84,0.044,91.977,7.534,8.923,119.135,5.182,4.547,6.206,0.285,0.251,4.791,0.22,0.194,31.017,1.616,97.968,5.103,0.235,55.507,2918.969,7314.108,966.257,82.828,296.831,4395.48,1517.547,,24689.287,1.136,0.046,0.002,12.051,0.628,5.769,6.911,27.158,1.415,21.118,1.1,8.123,0.423,48.022,2.501,,,473.979,0.052,0.248,0.284,0.211,0.133,0.176,0.288,0.125,0.457,0.125,0.497,0.262,,0.011,0.159,0.556,0.39,,0.256,0.001,0.003,0.004,0,132.671,110.757,5.991,6.513
Chile,2020,CHL,19370621,3.91687E+11,0.88,0.045,80.178,-11.799,-12.828,114.264,-4.87,-4.088,5.899,0.292,0.258,4.139,0.205,0.181,25.193,1.301,83.111,4.291,0.212,56.386,2999.147,7428.373,991.449,82.856,307.873,4429.566,1560.583,,22842.719,1.13,0.028,0.001,11.043,0.57,5.068,6.428,34.086,1.76,20.75,1.071,7.829,0.404,43.035,2.222,,,442.478,0.054,0.228,0.288,0.177,0.13,0.177,0.288,0.126,0.448,0.126,0.499,0.265,,0.007,0.147,0.755,0.394,,0.256,0.001,0.003,0.004,0,124.513,98.176,2.933,3.658
China,2019,CHN,1423520357,2.36319E+13,805.948,0.566,10713.515,366.725,3.544,10480.949,312.159,3.07,7.363,0.444,0.261,7.526,0.453,0.267,7522.577,5.284,9767.083,6.861,0.413,13658.735,226733.266,302774.375,171492.312,143.668,5700.265,83174.812,31150.549,4587.739,28231.928,1.701,3.839,0.003,630.171,0.443,8.352,8.656,-232.566,-0.163,1373.722,0.965,453.971,0.319,1559.739,1.096,0.134,191.24,40188.723,49.881,28.888,24.97,51.164,32.668,13.635,11.911,22.165,0.793,2.399,9.412,5.381,36.005,0.888,8.32,-4.759,12.654,43.91,11.857,0.047,0.129,0.185,0.009,12322.384,11888.703,-946.432,-8.834
China,2020,CHN,1426106093,2.41518E+13,828.71,0.581,10896.521,183.005,1.708,10632.837,151.888,1.449,7.456,0.44,0.256,7.641,0.451,0.263,7679.382,5.385,9798.917,6.871,0.406,14487.445,237629.781,313407.219,179171.688,148.838,6376.738,82911.133,32673.605,4771.466,29095.936,1.718,5.17,0.004,676.473,0.474,8.479,8.782,-263.683,-0.185,1398.962,0.981,455.387,0.319,1523.058,1.068,0.129,183.727,41493.891,51.027,30.993,26.8,53.826,33.354,13.994,12.14,22.738,0.804,2.601,9.335,5.539,36.268,1.292,8.995,-5.838,13.932,44.381,12.071,0.048,0.134,0.191,0.009,12524.051,12091.771,-1097.603,-10.073
Christmas Island,2019,CXR,,,0,,0,0,,,,,,,,,,,,,,,,0,1.33,,,0,,,,,,,0,,,,,,,,,,,,,,,,,0,0,,,0,0,,,0,,,,,0,,,,,0,,0,0,,,,,
Christmas Island,2020,CXR,,,0,,0,0,,,,,,,,,,,,,,,,0,1.33,,,0,,,,,,,0,,,,,,,,,,,,,,,,,0,0,,,0,0,,,0,,,,,0,,,,,0,,0,0,,,,,
Colombia,2019,COL,49907987,6.71028E+11,4.365,0.087,98.962,8.151,8.976,164.242,-40.857,-19.92,3.291,0.245,0.286,1.983,0.147,0.172,23.79,0.477,112.45,2.253,0.168,172.065,3333.92,23783.393,727.043,69.234,620.4,20655.287,1745.178,,11495.876,0.855,1.003,0.02,24.223,0.485,2.802,5.521,65.281,1.308,87.833,1.76,20.96,0.42,45.58,0.913,,,573.736,0.27,0.267,0.391,0.162,0.412,0.2,0.936,0.094,0.382,0.261,2.337,0.301,,0.232,0.32,1.336,0.37,,0.936,0.004,0.011,0.015,0.001,275.532,139.85,13.488,13.629
Colombia,2020,COL,50629997,6.22365E+11,4.054,0.08,92.305,-6.657,-6.727,124.28,-39.962,-24.331,2.455,0.2,0.24,1.823,0.148,0.178,20.343,0.402,105.499,2.084,0.17,176.119,3426.225,23907.674,747.385,69.967,644.352,20687.26,1788.402,,10227.39,0.832,0.733,0.014,23.952,0.473,2.569,4.821,31.975,0.632,86.613,1.711,21.845,0.431,43.224,0.854,,,517.813,0.25,0.263,0.313,0.143,0.405,0.202,0.926,0.095,0.378,0.263,2.329,0.303,,0.183,0.318,0.708,0.395,,0.929,0.004,0.011,0.015,0.001,244.111,130.063,13.194,14.294
Comoros,2019,COM,786582,1533170985,0,0,0.311,0.026,8.974,0.34,0.013,3.877,0.432,0.222,0.374,0.396,0.203,0.343,,,,,,0,5.02,11.197,,0,,13.094,5.02,,1154.261,0.592,0,0,,,0.829,0.99,0.028,0.036,0.386,0.491,0.068,0.086,0.311,0.396,,,0.908,0,0.001,0.001,,0,0,0,,0,,0.001,0.001,,0,,0.001,0.003,,0.001,0,0,0,0,0.778,0.652,,
Comoros,2020,COM,802172,1594579416,0,0,0.37,0.059,18.824,0.389,0.049,14.52,0.485,0.244,0.363,0.461,0.232,0.346,,,,,,0,5.39,11.586,,0,,13.113,5.39,,1334.557,0.671,0,0,,,0.894,1.046,0.019,0.024,0.391,0.488,0.068,0.085,0.37,0.461,,,1.071,0,0.001,0.001,,0,0,0,,0,,0.001,0.001,,0,,0,0.003,,0.001,0,0,0,0,0.839,0.717,,
